user_id,item_id,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
2356,26,Red Dead Redemption 2,28.9,Teens,36.21,Xbox,Yes,Innersloth,Nintendo,2013,Action,Yes,37.5,Medium,Excellent,Good,"Amazing game, but too many bugs.",Online,3
966,11,Ghost of Tsushima,27.1,Adults,21.85,PC,Yes,Rockstar Games,Take-Two Interactive,2013,Simulation,Yes,53.4,Ultra,Average,Poor,"Disappointing game, but the gameplay is amazing.",Online,6
2396,25,Portal 2,41.5,Teens,50.6,PC,No,Epic Games,Activision,2010,Strategy,Yes,51.2,Ultra,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,6
476,24,Pokémon Scarlet & Violet,21.2,All Ages,38.65,PlayStation,No,Epic Games,Nintendo,2016,Adventure,No,12.3,Low,Excellent,Poor,"Amazing game, but too many bugs.",Online,10
1339,18,Kingdom Hearts III,28.4,All Ages,39.28,Nintendo Switch,Yes,Valve,Electronic Arts,2010,Party,Yes,24.7,High,Poor,Poor,"Disappointing game, but the graphics could be better.",Offline,1
525,18,Kingdom Hearts III,35.3,Adults,59.79,PC,No,Epic Games,Capcom,2014,Party,Yes,22.5,Medium,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,4
1449,21,Minecraft,25.8,Adults,34.25,PlayStation,Yes,Epic Games,Take-Two Interactive,2022,Party,No,22.8,Ultra,Good,Poor,"Amazing game, but the graphics could be better.",Offline,5
2572,2,Among Us,34.6,Kids,52.63,PlayStation,Yes,Epic Games,Innersloth,2023,Adventure,Yes,29.6,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,6
562,7,Cuphead,25.8,Teens,23.01,Xbox,No,Epic Games,Epic Games,2011,Shooter,Yes,49.6,Low,Excellent,Average,"Great game, but too many bugs.",Online,10
569,1,1000-Piece Puzzle,32.4,Teens,59.06,Xbox,No,Innersloth,Electronic Arts,2023,Shooter,No,11.3,High,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,4
1206,19,League of Legends,24.2,Teens,28.05,Xbox,Yes,Capcom,Square Enix,2022,Shooter,No,40.4,Low,Poor,Excellent,"Disappointing game, but too many bugs.",Online,10
106,30,Stardew Valley,34.2,Teens,35.71,PC,Yes,Rockstar Games,Valve,2014,Shooter,Yes,51.2,Low,Average,Good,"Solid game, but the gameplay is amazing.",Online,4
2239,22,Overwatch 2,39.4,Teens,48.05,Mobile,No,Epic Games,Electronic Arts,2015,Party,No,53.7,High,Excellent,Poor,"Amazing game, but too many bugs.",Offline,4
1161,40,Tomb Raider (2013),37.4,Teens,48.26,Xbox,No,Valve,Activision,2023,Action,Yes,40.1,Low,Good,Poor,"Great game, but too many bugs.",Online,3
700,6,Counter-Strike: Global Offensive,17.7,Teens,24.2,Xbox,Yes,Game Freak,Activision,2015,Puzzle,Yes,23.3,Medium,Poor,Good,"Solid game, but the graphics could be better.",Offline,5
1144,31,Street Fighter V,25.6,Kids,39.84,PlayStation,No,Bungie,Epic Games,2016,Shooter,No,13.8,High,Poor,Poor,"Solid game, but the gameplay is amazing.",Offline,6
2879,20,Mario Kart 8 Deluxe,40.5,Adults,53.26,Mobile,No,Nintendo,Electronic Arts,2019,Sports,Yes,40.0,High,Excellent,Average,"Great game, but the gameplay is amazing.",Online,7
72,6,Counter-Strike: Global Offensive,33.1,All Ages,48.0,Mobile,No,Innersloth,Valve,2018,Fighting,Yes,34.6,Medium,Average,Average,"Great game, but the gameplay is amazing.",Offline,6
755,30,Stardew Valley,18.0,Kids,20.39,Mobile,Yes,EA Sports,Capcom,2018,Action,No,21.5,Ultra,Good,Average,"Amazing game, but the gameplay is amazing.",Online,4
2505,38,The Sims 4,23.2,All Ages,34.52,PC,No,Bungie,Epic Games,2021,Sports,No,21.3,Low,Good,Poor,"Great game, but too many bugs.",Online,5
905,21,Minecraft,28.2,Kids,36.35,Nintendo Switch,Yes,Bungie,Take-Two Interactive,2018,Sports,No,39.2,Low,Poor,Excellent,"Amazing game, but too many bugs.",Online,6
2527,20,Mario Kart 8 Deluxe,22.1,Teens,29.13,Nintendo Switch,Yes,Nintendo,Innersloth,2022,Strategy,No,21.4,Low,Good,Excellent,"Great game, but the gameplay is amazing.",Online,3
52,34,Tekken 7,46.9,Teens,59.68,Mobile,No,Bungie,Activision,2016,Party,Yes,53.0,Low,Poor,Average,"Great game, but the gameplay is amazing.",Offline,10
1004,2,Among Us,32.3,All Ages,32.4,Xbox,Yes,Epic Games,Epic Games,2014,RPG,No,56.1,Low,Excellent,Average,"Solid game, but the graphics could be better.",Online,10
2622,22,Overwatch 2,20.8,Kids,22.68,PC,Yes,Game Freak,Electronic Arts,2015,Fighting,No,32.2,High,Good,Average,"Great game, but the gameplay is amazing.",Online,4
1288,9,Fall Guys,16.6,Kids,26.8,PC,Yes,Innersloth,Square Enix,2012,Sports,Yes,11.1,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Online,10
1263,19,League of Legends,12.1,All Ages,22.5,Mobile,No,Innersloth,Square Enix,2016,Party,No,7.6,Medium,Average,Poor,"Disappointing game, but the gameplay is amazing.",Online,1
2941,12,Grand Theft Auto V,39.7,Kids,56.19,Xbox,No,CD Projekt Red,Take-Two Interactive,2016,Party,Yes,38.5,Low,Good,Good,"Great game, but the graphics could be better.",Online,2
2303,13,Hades,18.4,Adults,31.63,PlayStation,No,Innersloth,Innersloth,2017,RPG,No,7.0,Low,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
685,14,Half-Life: Alyx,40.0,All Ages,53.28,PC,Yes,Rockstar Games,Capcom,2018,Shooter,Yes,45.5,Low,Poor,Good,"Solid game, but too many bugs.",Online,5
1773,13,Hades,30.7,Adults,36.91,PC,No,EA Sports,Nintendo,2016,RPG,Yes,45.9,Ultra,Poor,Good,"Solid game, but too many bugs.",Online,4
1631,33,Super Smash Bros. Ultimate,20.2,All Ages,31.07,Mobile,No,CD Projekt Red,Valve,2013,Shooter,No,17.0,High,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,5
2105,33,Super Smash Bros. Ultimate,28.7,Kids,42.81,Nintendo Switch,No,Game Freak,Capcom,2018,Puzzle,Yes,23.3,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Offline,4
950,6,Counter-Strike: Global Offensive,36.3,All Ages,41.04,Mobile,No,Bungie,Innersloth,2016,Fighting,No,53.4,Medium,Good,Poor,"Solid game, but the gameplay is amazing.",Online,10
2654,24,Pokémon Scarlet & Violet,36.3,Teens,54.23,PC,No,Rockstar Games,Innersloth,2021,Sports,No,30.1,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Offline,6
1674,22,Overwatch 2,31.7,Kids,30.61,Mobile,No,EA Sports,Epic Games,2010,Puzzle,No,52.3,Medium,Good,Average,"Amazing game, but the gameplay is amazing.",Online,2
2417,9,Fall Guys,24.3,Adults,43.8,Xbox,Yes,EA Sports,Electronic Arts,2019,Puzzle,No,12.7,Ultra,Average,Poor,"Great game, but the gameplay is amazing.",Online,1
2280,7,Cuphead,32.4,Kids,38.9,Mobile,No,CD Projekt Red,Capcom,2014,Adventure,No,38.4,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
1426,8,FIFA 24,22.4,Teens,25.04,Mobile,Yes,Game Freak,Innersloth,2017,Party,No,37.8,Low,Average,Average,"Disappointing game, but the gameplay is amazing.",Online,4
2956,13,Hades,39.6,Teens,50.47,PlayStation,Yes,Valve,Innersloth,2023,Party,Yes,51.5,Ultra,Poor,Average,"Solid game, but the graphics could be better.",Offline,10
1585,20,Mario Kart 8 Deluxe,19.2,All Ages,27.33,Mobile,Yes,Bungie,Activision,2011,Adventure,Yes,21.1,Ultra,Excellent,Good,"Great game, but too many bugs.",Offline,2
1047,9,Fall Guys,30.8,Teens,45.44,Mobile,No,Valve,Capcom,2013,Action,No,30.6,Low,Poor,Good,"Solid game, but the gameplay is amazing.",Online,2
2622,4,Bioshock Infinite,34.2,Teens,41.79,Nintendo Switch,No,Bungie,Activision,2012,Simulation,Yes,44.7,Ultra,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,4
1291,14,Half-Life: Alyx,29.7,Adults,46.21,Nintendo Switch,No,EA Sports,Square Enix,2012,Party,Yes,28.5,Medium,Poor,Excellent,"Great game, but too many bugs.",Online,6
2889,18,Kingdom Hearts III,27.8,All Ages,41.41,Nintendo Switch,No,Epic Games,Square Enix,2011,Strategy,No,20.0,Low,Average,Poor,"Solid game, but the gameplay is amazing.",Online,1
2166,22,Overwatch 2,12.6,Adults,20.08,Mobile,Yes,Bungie,Square Enix,2023,Adventure,No,13.4,Medium,Good,Average,"Great game, but too many bugs.",Online,4
1624,40,Tomb Raider (2013),24.4,Adults,36.08,Mobile,Yes,Nintendo,Valve,2018,Adventure,No,22.8,High,Average,Average,"Solid game, but the graphics could be better.",Online,8
1177,33,Super Smash Bros. Ultimate,31.0,Teens,40.62,PC,No,Bungie,Activision,2020,Simulation,No,35.6,Ultra,Good,Excellent,"Disappointing game, but too many bugs.",Offline,8
2316,22,Overwatch 2,25.8,Teens,33.17,PC,No,Capcom,Capcom,2014,Simulation,Yes,30.1,Low,Good,Good,"Solid game, but too many bugs.",Offline,3
2161,11,Ghost of Tsushima,24.7,All Ages,22.19,Mobile,No,Capcom,Capcom,2021,Strategy,Yes,44.1,Low,Excellent,Average,"Solid game, but too many bugs.",Offline,5
2214,15,Halo Infinite,36.2,Teens,43.5,Mobile,Yes,Epic Games,Innersloth,2018,Party,No,52.2,Ultra,Poor,Poor,"Amazing game, but the graphics could be better.",Online,5
2716,11,Ghost of Tsushima,33.9,Adults,32.48,Mobile,Yes,Nintendo,Square Enix,2014,Party,No,57.5,Medium,Poor,Poor,"Solid game, but too many bugs.",Offline,10
1032,25,Portal 2,29.8,Adults,30.7,Nintendo Switch,No,Valve,Activision,2018,Simulation,No,51.5,Medium,Poor,Good,"Solid game, but the gameplay is amazing.",Offline,10
2762,39,The Witcher 3: Wild Hunt,19.4,Teens,21.87,PlayStation,Yes,Innersloth,Nintendo,2015,Puzzle,Yes,28.7,Ultra,Average,Poor,"Great game, but the graphics could be better.",Online,10
431,18,Kingdom Hearts III,42.2,Adults,59.5,PlayStation,Yes,Game Freak,Electronic Arts,2011,Party,No,46.9,Medium,Good,Good,"Solid game, but too many bugs.",Offline,1
1316,7,Cuphead,41.5,Kids,47.43,PlayStation,Yes,EA Sports,Capcom,2021,Sports,No,54.7,Medium,Excellent,Average,"Solid game, but the gameplay is amazing.",Offline,6
893,21,Minecraft,33.8,Kids,50.33,PC,No,Valve,Epic Games,2014,Sports,No,33.8,Low,Excellent,Poor,"Solid game, but the graphics could be better.",Online,2
1074,5,Call of Duty: Modern Warfare 2,33.4,Teens,34.99,Nintendo Switch,Yes,Rockstar Games,Capcom,2022,Action,No,56.3,High,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,4
107,31,Street Fighter V,21.0,Adults,37.91,Xbox,No,Bungie,Activision,2014,Puzzle,No,7.5,High,Average,Poor,"Solid game, but too many bugs.",Offline,7
745,31,Street Fighter V,22.6,Kids,20.28,Mobile,No,Bungie,Activision,2012,Puzzle,Yes,47.8,High,Poor,Good,"Great game, but the gameplay is amazing.",Offline,4
2748,30,Stardew Valley,11.6,Adults,21.64,PlayStation,Yes,Game Freak,Take-Two Interactive,2013,Simulation,Yes,6.1,Low,Poor,Excellent,"Solid game, but too many bugs.",Online,4
1480,15,Halo Infinite,32.3,Adults,45.73,PlayStation,Yes,Game Freak,Capcom,2017,Party,Yes,34.4,Low,Average,Good,"Amazing game, but too many bugs.",Online,1
2371,9,Fall Guys,17.7,Adults,29.17,PC,No,CD Projekt Red,Activision,2012,Party,No,15.0,High,Excellent,Poor,"Solid game, but the gameplay is amazing.",Online,8
2357,35,Tetris,31.5,Teens,28.39,PlayStation,Yes,Nintendo,Square Enix,2019,Adventure,Yes,56.2,Ultra,Good,Average,"Great game, but the graphics could be better.",Online,10
2898,22,Overwatch 2,30.6,Teens,31.37,Mobile,Yes,Innersloth,Nintendo,2023,Puzzle,Yes,43.9,Low,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,1
622,12,Grand Theft Auto V,21.4,Teens,24.42,Mobile,No,Bungie,Epic Games,2010,Party,No,34.7,Medium,Good,Good,"Solid game, but too many bugs.",Offline,5
995,3,Animal Crossing: New Horizons,35.8,Kids,35.82,PC,No,Game Freak,Epic Games,2022,Sports,No,54.7,Medium,Good,Excellent,"Solid game, but the graphics could be better.",Offline,10
145,29,Spelunky 2,31.9,Adults,27.01,PC,Yes,Rockstar Games,Capcom,2012,Shooter,Yes,58.5,Medium,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,1
2788,1,1000-Piece Puzzle,37.5,Adults,45.11,Xbox,No,Epic Games,Capcom,2021,Puzzle,Yes,53.5,Medium,Average,Good,"Amazing game, but too many bugs.",Online,2
821,35,Tetris,29.6,Adults,42.92,Mobile,Yes,Game Freak,Nintendo,2021,RPG,No,26.5,Medium,Good,Excellent,"Great game, but the graphics could be better.",Offline,3
412,28,Sid Meier’s Civilization VI,35.9,Adults,57.41,Nintendo Switch,Yes,Nintendo,Activision,2017,Shooter,No,26.0,Low,Poor,Poor,"Disappointing game, but too many bugs.",Online,2
114,32,Super Mario Odyssey,28.8,Kids,30.04,PlayStation,No,Nintendo,Take-Two Interactive,2023,Strategy,No,47.6,Medium,Average,Poor,"Great game, but the graphics could be better.",Offline,4
2623,3,Animal Crossing: New Horizons,20.0,Adults,33.11,Nintendo Switch,No,Capcom,Valve,2014,Adventure,Yes,12.2,High,Poor,Poor,"Great game, but too many bugs.",Online,2
2447,25,Portal 2,26.3,All Ages,36.2,Mobile,No,Valve,Innersloth,2018,RPG,No,22.3,Low,Excellent,Excellent,"Great game, but the graphics could be better.",Offline,2
124,5,Call of Duty: Modern Warfare 2,30.8,Adults,48.61,Xbox,No,Valve,Epic Games,2019,Fighting,No,17.6,Ultra,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,4
86,8,FIFA 24,24.5,Kids,20.22,Nintendo Switch,Yes,CD Projekt Red,Take-Two Interactive,2011,Puzzle,No,53.2,Ultra,Excellent,Good,"Great game, but the graphics could be better.",Online,8
47,19,League of Legends,20.8,Teens,23.75,PlayStation,No,CD Projekt Red,Innersloth,2013,Strategy,No,35.9,High,Poor,Good,"Disappointing game, but the gameplay is amazing.",Online,10
1900,30,Stardew Valley,25.1,Teens,37.35,PlayStation,Yes,Epic Games,Square Enix,2019,Strategy,No,23.9,Medium,Excellent,Good,"Great game, but too many bugs.",Offline,10
2992,21,Minecraft,22.4,Adults,40.14,Nintendo Switch,No,CD Projekt Red,Epic Games,2018,Strategy,Yes,9.0,Low,Average,Poor,"Amazing game, but too many bugs.",Offline,1
1573,7,Cuphead,26.6,Kids,50.98,PlayStation,No,Nintendo,Take-Two Interactive,2012,RPG,No,5.3,Low,Excellent,Excellent,"Great game, but too many bugs.",Online,3
1739,13,Hades,38.7,Kids,57.85,Mobile,Yes,Game Freak,Innersloth,2016,Puzzle,No,33.6,Medium,Average,Poor,"Solid game, but the gameplay is amazing.",Online,10
2006,33,Super Smash Bros. Ultimate,24.8,All Ages,36.75,Xbox,No,Innersloth,Electronic Arts,2015,Fighting,Yes,25.0,High,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,8
804,8,FIFA 24,43.1,Teens,48.47,Nintendo Switch,Yes,Innersloth,Valve,2020,Fighting,No,58.2,Medium,Poor,Average,"Great game, but the gameplay is amazing.",Offline,10
2437,2,Among Us,26.1,Kids,52.2,PC,No,EA Sports,Take-Two Interactive,2015,Strategy,Yes,6.7,Low,Poor,Poor,"Solid game, but the graphics could be better.",Online,2
2624,24,Pokémon Scarlet & Violet,33.5,Kids,48.03,Mobile,No,Bungie,Activision,2017,Shooter,Yes,31.4,High,Excellent,Excellent,"Amazing game, but the graphics could be better.",Online,1
1990,33,Super Smash Bros. Ultimate,41.2,Adults,46.37,PlayStation,Yes,Nintendo,Activision,2018,Action,Yes,54.1,Low,Poor,Average,"Great game, but the graphics could be better.",Offline,1
2680,38,The Sims 4,30.0,Adults,48.92,Mobile,No,Game Freak,Take-Two Interactive,2012,Shooter,No,16.1,Medium,Excellent,Good,"Amazing game, but too many bugs.",Offline,5
2762,12,Grand Theft Auto V,30.3,All Ages,52.68,Mobile,No,Valve,Take-Two Interactive,2017,Simulation,Yes,7.4,Ultra,Good,Excellent,"Amazing game, but the gameplay is amazing.",Offline,5
1070,26,Red Dead Redemption 2,18.9,Teens,31.38,Xbox,No,Bungie,Valve,2011,Simulation,Yes,10.0,Low,Excellent,Average,"Great game, but too many bugs.",Offline,10
1192,39,The Witcher 3: Wild Hunt,37.4,Kids,51.94,Mobile,No,CD Projekt Red,Valve,2021,Action,Yes,43.1,High,Average,Good,"Amazing game, but the gameplay is amazing.",Online,1
2670,3,Animal Crossing: New Horizons,38.8,Teens,46.34,Xbox,Yes,Valve,Nintendo,2023,Strategy,No,48.9,Medium,Excellent,Good,"Solid game, but the graphics could be better.",Online,10
46,29,Spelunky 2,23.6,Kids,26.95,PlayStation,No,CD Projekt Red,Square Enix,2010,Party,Yes,29.4,Ultra,Poor,Average,"Solid game, but the gameplay is amazing.",Online,7
2772,14,Half-Life: Alyx,40.6,Teens,55.14,PC,Yes,Epic Games,Epic Games,2018,Sports,Yes,47.4,Low,Average,Average,"Disappointing game, but the graphics could be better.",Offline,3
540,14,Half-Life: Alyx,35.0,Teens,51.01,Nintendo Switch,No,EA Sports,Square Enix,2013,RPG,Yes,32.9,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,7
87,34,Tekken 7,26.8,All Ages,34.59,PC,Yes,Innersloth,Innersloth,2016,Strategy,No,36.3,Low,Poor,Good,"Disappointing game, but too many bugs.",Online,8
2851,25,Portal 2,24.0,Kids,35.1,Nintendo Switch,Yes,Nintendo,Nintendo,2023,Puzzle,No,17.5,Ultra,Excellent,Good,"Great game, but the gameplay is amazing.",Online,2
1409,40,Tomb Raider (2013),31.0,Teens,23.45,Nintendo Switch,No,Game Freak,Electronic Arts,2022,Sports,Yes,57.6,Medium,Excellent,Good,"Great game, but the graphics could be better.",Offline,5
265,14,Half-Life: Alyx,22.1,Kids,31.96,PC,Yes,Epic Games,Electronic Arts,2018,Strategy,Yes,13.9,Medium,Poor,Average,"Great game, but too many bugs.",Offline,8
703,21,Minecraft,26.2,Teens,25.25,PC,No,Nintendo,Take-Two Interactive,2011,Adventure,No,39.0,Ultra,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,6
1474,36,The Elder Scrolls V: Skyrim,16.2,Kids,25.17,Xbox,No,Valve,Innersloth,2012,Adventure,Yes,13.7,Medium,Poor,Average,"Solid game, but the graphics could be better.",Online,8
2280,8,FIFA 24,24.9,All Ages,25.2,PC,Yes,Innersloth,Activision,2022,Sports,No,39.8,High,Good,Good,"Solid game, but too many bugs.",Offline,5
186,2,Among Us,26.3,Adults,21.62,Xbox,Yes,CD Projekt Red,Electronic Arts,2020,Sports,No,53.1,High,Good,Poor,"Amazing game, but too many bugs.",Offline,6
326,29,Spelunky 2,30.7,All Ages,43.22,Xbox,Yes,CD Projekt Red,Take-Two Interactive,2018,Adventure,No,29.9,Medium,Good,Average,"Solid game, but too many bugs.",Offline,3
1207,25,Portal 2,21.8,All Ages,36.86,PC,No,Bungie,Valve,2022,Puzzle,No,16.7,High,Poor,Poor,"Great game, but the gameplay is amazing.",Online,6
397,39,The Witcher 3: Wild Hunt,27.2,Teens,23.69,Nintendo Switch,No,CD Projekt Red,Capcom,2022,Shooter,No,46.9,High,Poor,Poor,"Solid game, but the gameplay is amazing.",Online,8
1505,28,Sid Meier’s Civilization VI,27.1,Adults,20.01,Xbox,No,Epic Games,Capcom,2021,RPG,Yes,58.1,Medium,Average,Average,"Disappointing game, but too many bugs.",Offline,10
1427,21,Minecraft,14.6,Adults,21.46,Mobile,No,EA Sports,Electronic Arts,2010,Fighting,Yes,10.8,Low,Poor,Poor,"Disappointing game, but the graphics could be better.",Offline,1
1441,13,Hades,32.9,Kids,30.92,PC,No,Valve,Capcom,2015,Puzzle,Yes,58.4,Medium,Excellent,Good,"Amazing game, but too many bugs.",Online,4
1089,12,Grand Theft Auto V,34.8,All Ages,41.32,Mobile,Yes,Capcom,Innersloth,2020,Adventure,No,49.4,High,Good,Good,"Solid game, but too many bugs.",Offline,6
956,26,Red Dead Redemption 2,19.9,Teens,23.72,Xbox,No,Innersloth,Epic Games,2021,RPG,Yes,20.1,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,10
555,17,Just Dance 2024,30.9,Adults,32.05,Nintendo Switch,No,Nintendo,Electronic Arts,2013,Puzzle,Yes,54.0,Medium,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,5
2781,19,League of Legends,26.8,Kids,32.36,PlayStation,No,CD Projekt Red,Capcom,2016,Adventure,Yes,37.1,Ultra,Excellent,Excellent,"Great game, but the gameplay is amazing.",Online,8
1041,23,Pillars of Eternity II: Deadfire,19.6,Kids,22.3,PC,No,Rockstar Games,Epic Games,2016,Sports,No,32.9,Medium,Average,Average,"Amazing game, but the gameplay is amazing.",Online,8
2845,37,The Legend of Zelda: Breath of the Wild,20.4,Adults,29.86,Xbox,Yes,Capcom,Innersloth,2021,Sports,Yes,13.6,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Online,3
2439,30,Stardew Valley,33.7,Teens,31.24,PC,No,EA Sports,Capcom,2013,Puzzle,No,56.2,Low,Average,Good,"Great game, but too many bugs.",Offline,6
44,5,Call of Duty: Modern Warfare 2,25.7,Kids,22.24,PlayStation,No,Nintendo,Electronic Arts,2023,Strategy,No,51.4,Low,Average,Average,"Great game, but the graphics could be better.",Online,5
901,38,The Sims 4,28.1,Adults,50.5,PlayStation,No,Valve,Innersloth,2012,Sports,Yes,14.0,Medium,Average,Average,"Amazing game, but the gameplay is amazing.",Online,5
1724,3,Animal Crossing: New Horizons,40.1,Adults,48.15,PlayStation,Yes,Game Freak,Take-Two Interactive,2012,Strategy,No,51.2,Low,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,1
482,26,Red Dead Redemption 2,42.2,All Ages,57.63,Xbox,Yes,Nintendo,Capcom,2014,Simulation,No,46.2,High,Poor,Good,"Solid game, but the graphics could be better.",Offline,3
2037,19,League of Legends,30.4,All Ages,54.29,Nintendo Switch,Yes,Valve,Capcom,2014,Adventure,No,14.7,Medium,Excellent,Good,"Solid game, but too many bugs.",Online,3
1287,10,Fortnite,30.2,All Ages,30.23,PlayStation,No,Game Freak,Capcom,2019,Sports,Yes,43.8,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Offline,10
1198,29,Spelunky 2,26.4,All Ages,33.97,Xbox,No,Rockstar Games,Electronic Arts,2011,Adventure,No,28.3,High,Poor,Excellent,"Solid game, but the graphics could be better.",Online,1
1465,19,League of Legends,45.6,All Ages,54.17,PC,No,Bungie,Electronic Arts,2011,Sports,Yes,55.3,Low,Average,Average,"Disappointing game, but the gameplay is amazing.",Offline,3
566,26,Red Dead Redemption 2,21.2,Kids,26.69,Mobile,No,CD Projekt Red,Nintendo,2022,Simulation,No,24.8,Medium,Good,Good,"Disappointing game, but too many bugs.",Online,5
2268,26,Red Dead Redemption 2,30.8,Teens,43.17,PC,No,Game Freak,Take-Two Interactive,2015,Action,Yes,34.3,High,Excellent,Poor,"Solid game, but too many bugs.",Online,4
772,12,Grand Theft Auto V,27.4,Kids,20.8,Mobile,No,CD Projekt Red,Take-Two Interactive,2018,Fighting,Yes,52.5,High,Poor,Average,"Great game, but the graphics could be better.",Offline,10
1219,2,Among Us,25.8,All Ages,40.26,PlayStation,Yes,Valve,Take-Two Interactive,2017,Sports,Yes,12.9,Medium,Excellent,Good,"Great game, but the graphics could be better.",Offline,8
2457,35,Tetris,43.9,Kids,56.72,Nintendo Switch,No,Bungie,Square Enix,2010,Shooter,Yes,46.7,Medium,Poor,Excellent,"Amazing game, but the graphics could be better.",Online,4
471,23,Pillars of Eternity II: Deadfire,27.1,Kids,20.58,Xbox,No,Epic Games,Electronic Arts,2014,Fighting,Yes,53.8,Low,Average,Average,"Disappointing game, but too many bugs.",Online,3
1371,33,Super Smash Bros. Ultimate,35.3,Adults,38.42,PC,Yes,Valve,Capcom,2022,Strategy,Yes,55.6,Low,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,5
2214,40,Tomb Raider (2013),38.8,Kids,41.96,Xbox,Yes,Rockstar Games,Innersloth,2018,Party,No,55.0,High,Poor,Poor,"Amazing game, but the graphics could be better.",Offline,8
672,22,Overwatch 2,24.4,Kids,24.3,Xbox,Yes,EA Sports,Valve,2016,Sports,Yes,41.9,Ultra,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Online,7
1175,7,Cuphead,39.9,Teens,52.0,PC,Yes,Nintendo,Square Enix,2019,Party,Yes,49.5,Medium,Excellent,Poor,"Disappointing game, but too many bugs.",Online,4
111,35,Tetris,24.6,Adults,39.34,Xbox,Yes,Nintendo,Epic Games,2017,RPG,No,16.2,Medium,Average,Good,"Great game, but the gameplay is amazing.",Online,8
2597,30,Stardew Valley,22.1,Kids,32.22,Nintendo Switch,Yes,Game Freak,Valve,2017,Puzzle,No,18.2,High,Average,Excellent,"Great game, but the graphics could be better.",Online,10
1027,36,The Elder Scrolls V: Skyrim,29.8,All Ages,42.67,PC,No,Innersloth,Electronic Arts,2020,Fighting,Yes,32.2,Low,Good,Average,"Disappointing game, but too many bugs.",Offline,6
344,39,The Witcher 3: Wild Hunt,34.1,Teens,31.09,Nintendo Switch,Yes,Valve,Activision,2022,Party,No,56.9,Ultra,Average,Excellent,"Great game, but too many bugs.",Offline,2
1473,22,Overwatch 2,27.6,Kids,35.04,Xbox,No,Game Freak,Electronic Arts,2019,Sports,No,27.0,Ultra,Average,Average,"Disappointing game, but the graphics could be better.",Offline,2
2380,33,Super Smash Bros. Ultimate,23.4,Teens,28.93,Nintendo Switch,No,Capcom,Innersloth,2016,Shooter,No,28.1,Low,Poor,Good,"Great game, but too many bugs.",Online,3
2312,3,Animal Crossing: New Horizons,43.0,All Ages,52.29,PlayStation,No,EA Sports,Activision,2019,Strategy,No,59.0,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,5
2131,7,Cuphead,19.6,All Ages,31.52,Xbox,No,Epic Games,Activision,2010,RPG,Yes,8.5,Medium,Average,Excellent,"Disappointing game, but the graphics could be better.",Offline,5
777,33,Super Smash Bros. Ultimate,35.1,All Ages,43.47,Mobile,No,Rockstar Games,Valve,2022,Simulation,No,50.1,Ultra,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,1
2972,38,The Sims 4,38.7,Teens,43.42,Xbox,Yes,EA Sports,Square Enix,2023,Fighting,No,51.1,Medium,Good,Poor,"Great game, but the gameplay is amazing.",Online,10
2382,28,Sid Meier’s Civilization VI,42.1,Kids,56.74,PlayStation,Yes,Rockstar Games,Innersloth,2012,Party,No,44.5,High,Good,Average,"Amazing game, but the gameplay is amazing.",Online,6
1404,33,Super Smash Bros. Ultimate,17.7,Teens,25.33,Xbox,No,Game Freak,Nintendo,2021,RPG,No,19.8,High,Poor,Average,"Solid game, but the graphics could be better.",Online,10
658,28,Sid Meier’s Civilization VI,25.4,Teens,22.06,PlayStation,No,Bungie,Capcom,2015,Sports,Yes,53.2,Ultra,Good,Excellent,"Great game, but the graphics could be better.",Offline,10
